user_id,gender,height_cm,weight_kg,cluster,brand,category,product_name,size_bought,outcome,reason,fit_feedback,rating,review,purchase_date
U002067,Male,173,70,Male_Cluster_3,W,Dress,Floral Midi Dress,L,kept,,Slim Fit,4,Comfortable and stylish.,2025-09-25
U002068,Female,162,57,Female_Cluster_0,Zara,Trousers,Palazzo Pants,S,kept,,True to Size,5,Looks even better in person.,2024-12-30
U002069,Female,160,53,Female_Cluster_0,Allen Solly,Kurti,Straight Kurta,S,kept,,Slim Fit,5,Looks even better in person.,2024-05-08
U002070,Female,148,51,Female_Cluster_2,Levi's,Kurti,Ethnic Set,M,kept,,Slim Fit,4,Exactly as shown. True to size.,2025-11-01
U002071,Female,161,45,Female_Cluster_4,ONLY,Dress,Floral Midi Dress,XS,kept,,Slim Fit,4,Great quality. Would buy again.,2025-04-03
U002072,Female,165,62,Female_Cluster_3,Adidas,Dress,Floral Midi Dress,M,kept,,Relaxed Fit,4,Comfortable and stylish.,2024-10-25
U002073,Female,160,65,Female_Cluster_0,Zara,Dress,Maxi Dress,M,kept,,Slim Fit,4,Looks even better in person.,2024-11-26
U002074,Male,175,65,Male_Cluster_4,W,Dress,Maxi Dress,XL,returned,Too Long,Runs Large,2,Runs larger than expected.,2024-05-07
U002075,Male,185,89,Male_Cluster_1,Adidas,Kurti,Ethnic Set,L,kept,,True to Size,5,Looks even better in person.,2024-12-25
U002076,Male,164,71,Male_Cluster_2,Zara,Jeans,Skinny Jeans,M,kept,,Slim Fit,4,Loved the fit. Fabric feels premium.,2025-09-09
U002077,Female,158,71,Female_Cluster_1,W,Kurti,Ethnic Set,XL,returned,Sleeves Tight,Runs Small,2,Should have sized up. Felt tight around the shoulders.,2025-10-03
U002078,Female,163,58,Female_Cluster_0,H&M,Top,Basic Crew Tee,S,kept,,Relaxed Fit,4,Exactly as shown. True to size.,2025-10-21
U002079,Female,160,55,Female_Cluster_0,Roadster,Shirt,Relaxed Shirt,M,kept,,Slim Fit,4,Very comfortable and fits perfectly.,2024-06-14
U002080,Female,163,69,Female_Cluster_3,Zara,Trousers,Wide Leg Trousers,M,kept,,True to Size,5,Great quality. Would buy again.,2024-01-21
U002081,Male,176,57,Male_Cluster_0,ONLY,Dress,Maxi Dress,XS,kept,,Slim Fit,4,Comfortable and stylish.,2025-10-12
U002082,Female,170,60,Female_Cluster_3,Zara,Trousers,Palazzo Pants,XS,returned,Too Long,Oversized,3,Runs larger than expected.,2024-02-20
U002083,Female,153,55,Female_Cluster_2,Adidas,Trousers,Palazzo Pants,M,kept,,Slim Fit,5,Exactly as shown. True to size.,2024-10-14
U002084,Female,153,62,Female_Cluster_1,ONLY,Jeans,511 Slim Jeans,M,kept,,Relaxed Fit,4,Perfect everyday wear.,2025-07-29
U002085,Female,161,79,Female_Cluster_3,W,Kurti,Cotton Kurta,XL,returned,Too Tight,Runs Small,2,Sleeves felt tight.,2024-11-02
U002086,Female,160,60,Female_Cluster_0,Allen Solly,Kurti,Anarkali Kurta,M,kept,,Relaxed Fit,5,Great quality. Would buy again.,2024-06-11
U002087,Male,164,60,Male_Cluster_0,W,Dress,Maxi Dress,L,kept,,Relaxed Fit,5,Really happy with the purchase.,2025-07-02
U002088,Female,169,60,Female_Cluster_3,Adidas,Top,Printed Tee,L,kept,,True to Size,5,Looks even better in person.,2025-04-19
U002089,Female,160,55,Female_Cluster_0,Nike,Dress,Floral Midi Dress,M,kept,,Slim Fit,4,Comfortable and stylish.,2024-05-25
U002090,Male,167,69,Male_Cluster_0,Adidas,Trousers,Wide Leg Trousers,L,returned,Too Loose,Oversized,2,Runs larger than expected.,2025-07-26
U002091,Male,173,75,Male_Cluster_3,H&M,Jeans,512 Taper Jeans,M,kept,,Relaxed Fit,4,Perfect everyday wear.,2024-08-02
U002092,Female,162,54,Female_Cluster_0,Biba,Jeans,511 Slim Jeans,S,returned,Sleeves Tight,Runs Small,2,Waist was too tight for me.,2024-03-21
U002093,Male,171,69,Male_Cluster_3,Levi's,Trousers,Training Shorts,M,kept,,True to Size,5,Really happy with the purchase.,2024-07-08
U002094,Male,173,68,Male_Cluster_3,ONLY,Dress,Maxi Dress,S,kept,,Slim Fit,5,Great quality. Would buy again.,2025-06-25
U002095,Female,158,49,Female_Cluster_2,Adidas,Top,Ethnic Top,S,kept,,True to Size,4,Great quality. Would buy again.,2024-11-27
U002096,Female,148,60,Female_Cluster_1,Adidas,Jeans,512 Taper Jeans,M,kept,,Slim Fit,4,Looks even better in person.,2024-05-18
U002097,Female,157,56,Female_Cluster_0,Levi's,Dress,Maxi Dress,M,kept,,True to Size,4,Really happy with the purchase.,2025-05-02
U002098,Female,151,64,Female_Cluster_1,Roadster,Kurti,Anarkali Kurta,XXL,kept,,Slim Fit,4,Perfect everyday wear.,2025-06-22
U002099,Female,168,56,Female_Cluster_4,Roadster,Top,Ribbed Cotton Top,S,kept,,Relaxed Fit,5,Great quality. Would buy again.,2024-01-21
U002100,Male,172,87,Male_Cluster_1,Zara,Kurti,Straight Kurta,XL,returned,Too Loose,Oversized,2,Length was longer than expected.,2025-11-24
U002101,Female,156,61,Female_Cluster_1,Zara,Dress,Floral Midi Dress,M,kept,,Relaxed Fit,4,Perfect everyday wear.,2025-05-29
U002102,Female,168,52,Female_Cluster_4,Roadster,Top,Linen Top,XS,kept,,Slim Fit,5,Really happy with the purchase.,2024-02-17
U002103,Male,174,78,Male_Cluster_3,Levi's,Top,Crop Top,L,kept,,Slim Fit,5,Looks even better in person.,2025-04-22
U002104,Female,157,55,Female_Cluster_0,Nike,Shirt,Relaxed Shirt,M,kept,,True to Size,4,Great quality. Would buy again.,2025-10-24
U002105,Female,152,62,Female_Cluster_1,Zara,Top,Linen Top,M,kept,,Slim Fit,4,Exactly as shown. True to size.,2024-11-24
U002106,Female,164,67,Female_Cluster_3,Allen Solly,Shirt,Satin Shirt,L,kept,,Slim Fit,4,Comfortable and stylish.,2024-08-06
U002107,Male,158,72,Male_Cluster_2,Biba,Top,Ribbed Cotton Top,XXL,kept,,Relaxed Fit,4,Very comfortable and fits perfectly.,2024-04-10
U002108,Female,160,69,Female_Cluster_3,Adidas,Kurti,Cotton Kurta,L,kept,,Slim Fit,4,Loved the fit. Fabric feels premium.,2025-01-02
U002109,Female,153,57,Female_Cluster_1,Allen Solly,Trousers,Palazzo Pants,M,kept,,Relaxed Fit,4,Really happy with the purchase.,2024-07-20
U002110,Female,159,60,Female_Cluster_0,Roadster,Top,Linen Top,S,returned,Sleeves Tight,Runs Small,1,Could barely button it.,2025-05-21
U002111,Female,164,59,Female_Cluster_0,Adidas,Top,Linen Top,M,kept,,Slim Fit,5,Loved the fit. Fabric feels premium.,2024-08-31
U002112,Female,160,58,Female_Cluster_0,Levi's,Jeans,Skinny Jeans,M,kept,,Slim Fit,5,Exactly as shown. True to size.,2025-07-03
U002113,Female,166,70,Female_Cluster_3,W,Top,Ribbed Cotton Top,XL,kept,,Relaxed Fit,4,Comfortable and stylish.,2024-06-25
U002114,Female,163,52,Female_Cluster_4,Levi's,Jeans,Skinny Jeans,S,kept,,True to Size,4,Loved the fit. Fabric feels premium.,2024-04-10
U002115,Female,157,53,Female_Cluster_2,Levi's,Dress,Floral Midi Dress,S,returned,Sleeves Tight,Runs Small,3,Should have sized up. Felt tight around the shoulders.,2025-11-19
U002116,Female,167,68,Female_Cluster_3,Levi's,Kurti,Printed Kurti,M,kept,,Relaxed Fit,4,Comfortable and stylish.,2024-09-08
U002117,Female,154,52,Female_Cluster_2,Biba,Trousers,Palazzo Pants,L,kept,,True to Size,4,Loved the fit. Fabric feels premium.,2024-01-24
U002118,Female,168,64,Female_Cluster_3,H&M,Kurti,Printed Kurti,S,kept,,Slim Fit,5,Loved the fit. Fabric feels premium.,2025-10-31
U002119,Female,162,51,Female_Cluster_4,Levi's,Kurti,Printed Kurti,S,kept,,True to Size,4,Perfect everyday wear.,2025-10-20
U002120,Female,159,66,Female_Cluster_0,Allen Solly,Dress,Maxi Dress,L,kept,,True to Size,4,Comfortable and stylish.,2025-03-14
U002121,Female,160,67,Female_Cluster_3,Zara,Trousers,Running Shorts,S,returned,Too Tight,Runs Small,3,Runs smaller than expected.,2025-02-14
U002122,Female,159,42,Female_Cluster_2,Allen Solly,Shirt,Satin Shirt,S,returned,Too Long,Runs Large,3,Bit loose around the waist.,2024-07-19
U002123,Female,164,49,Female_Cluster_4,H&M,Dress,Floral Midi Dress,XS,kept,,Relaxed Fit,5,Looks even better in person.,2024-03-11
U002124,Female,162,42,Female_Cluster_4,Allen Solly,Kurti,Cotton Kurta,XS,kept,,Relaxed Fit,4,Exactly as shown. True to size.,2025-04-13
U002125,Female,164,62,Female_Cluster_3,Zara,Jeans,511 Slim Jeans,S,kept,,Relaxed Fit,5,Looks even better in person.,2024-07-31
U002126,Male,165,79,Male_Cluster_2,Nike,Kurti,Anarkali Kurta,XL,returned,Too Long,Oversized,2,Length was longer than expected.,2025-01-21
U002127,Female,160,51,Female_Cluster_0,Nike,Shirt,Satin Shirt,S,kept,,Relaxed Fit,4,Looks even better in person.,2024-08-20
U002128,Female,164,61,Female_Cluster_0,Roadster,Trousers,Cargo Pants,M,kept,,True to Size,5,Really happy with the purchase.,2025-09-04
U002129,Female,172,65,Female_Cluster_3,ONLY,Trousers,Track Pants,S,kept,,Slim Fit,4,Very comfortable and fits perfectly.,2025-06-09
U002130,Female,152,59,Female_Cluster_1,Zara,Shirt,Relaxed Shirt,M,kept,,Slim Fit,4,Comfortable and stylish.,2024-12-08
U002131,Female,150,55,Female_Cluster_2,W,Trousers,Palazzo Pants,M,returned,Waist Tight,Runs Small,3,Could barely button it.,2025-04-04
U002132,Female,163,59,Female_Cluster_0,Roadster,Top,Dri-FIT Tee,M,kept,,Slim Fit,5,Looks even better in person.,2024-12-30
U002133,Female,166,65,Female_Cluster_3,Zara,Top,Graphic Tee,S,kept,,Relaxed Fit,5,Looks even better in person.,2024-09-06
U002134,Female,150,67,Female_Cluster_1,Biba,Kurti,Anarkali Kurta,XL,returned,Too Tight,Runs Small,3,Sleeves felt tight.,2024-04-15
U002135,Female,157,66,Female_Cluster_1,W,Shirt,Relaxed Shirt,XL,kept,,True to Size,4,Looks even better in person.,2025-06-27
U002136,Male,173,76,Male_Cluster_3,Levi's,Trousers,Wide Leg Trousers,L,kept,,Slim Fit,5,Great quality. Would buy again.,2025-11-30
U002137,Female,163,62,Female_Cluster_0,Levi's,Kurti,Printed Kurti,S,kept,,Slim Fit,5,Perfect everyday wear.,2025-08-15
U002138,Female,162,51,Female_Cluster_4,H&M,Dress,Maxi Dress,XS,kept,,Relaxed Fit,5,Really happy with the purchase.,2025-06-12
U002139,Male,165,73,Male_Cluster_2,Levi's,Trousers,Cargo Pants,L,kept,,Relaxed Fit,4,Very comfortable and fits perfectly.,2024-05-28
U002140,Male,174,53,Male_Cluster_0,Allen Solly,Jeans,Straight Fit Jeans,XS,kept,,True to Size,5,Exactly as shown. True to size.,2025-10-06
U002141,Female,174,55,Female_Cluster_4,Allen Solly,Kurti,Cotton Kurta,S,kept,,Relaxed Fit,4,Great quality. Would buy again.,2025-02-19
U002142,Male,178,82,Male_Cluster_1,Biba,Shirt,Checked Casual Shirt,XL,kept,,True to Size,5,Really happy with the purchase.,2024-08-27
U002143,Female,152,67,Female_Cluster_1,Levi's,Top,Dri-FIT Tee,XL,kept,,Relaxed Fit,5,Loved the fit. Fabric feels premium.,2025-10-28
U002144,Female,158,50,Female_Cluster_2,Biba,Shirt,Formal Shirt,M,kept,,Relaxed Fit,4,Very comfortable and fits perfectly.,2025-12-20
U002145,Female,149,59,Female_Cluster_1,Adidas,Trousers,Cargo Pants,L,kept,,True to Size,4,Great quality. Would buy again.,2025-09-28
U002146,Female,166,54,Female_Cluster_4,Roadster,Top,Dri-FIT Tee,S,kept,,True to Size,4,Perfect everyday wear.,2024-05-15
U002147,Female,154,46,Female_Cluster_2,Zara,Trousers,Office Trousers,XS,kept,,Relaxed Fit,4,Very comfortable and fits perfectly.,2024-08-28
U002148,Female,159,59,Female_Cluster_0,Zara,Trousers,Palazzo Pants,S,kept,,Relaxed Fit,5,Very comfortable and fits perfectly.,2025-11-16
U002149,Male,182,76,Male_Cluster_4,Adidas,Top,Ethnic Top,M,kept,,True to Size,4,Looks even better in person.,2025-11-04
U002150,Female,150,81,Female_Cluster_1,Biba,Shirt,Checked Casual Shirt,XXL,kept,,True to Size,4,Great quality. Would buy again.,2025-04-23
U002151,Female,156,69,Female_Cluster_1,Adidas,Top,Ribbed Cotton Top,XL,kept,,Slim Fit,4,Exactly as shown. True to size.,2024-01-28
U002152,Female,157,65,Female_Cluster_1,Roadster,Trousers,Track Pants,L,returned,Too Loose,Oversized,3,Loose fit wasn't for me.,2025-03-19
U002153,Female,165,54,Female_Cluster_4,Roadster,Shirt,Checked Casual Shirt,S,kept,,True to Size,5,Exactly as shown. True to size.,2024-03-07
U002154,Female,150,54,Female_Cluster_2,H&M,Shirt,Satin Shirt,XS,returned,Waist Tight,Runs Small,3,Waist was too tight for me.,2024-10-28
U002155,Female,156,60,Female_Cluster_1,Levi's,Jeans,Skinny Jeans,L,kept,,Relaxed Fit,4,Great quality. Would buy again.,2024-09-20
U002156,Female,150,73,Female_Cluster_1,W,Kurti,Straight Kurta,XXL,kept,,True to Size,5,Really happy with the purchase.,2024-10-21
U002157,Female,160,69,Female_Cluster_3,Biba,Dress,Maxi Dress,XL,kept,,True to Size,5,Loved the fit. Fabric feels premium.,2025-08-14
U002158,Male,178,88,Male_Cluster_1,W,Shirt,Checked Casual Shirt,XL,kept,,Slim Fit,4,Great quality. Would buy again.,2025-08-05
U002159,Female,170,47,Female_Cluster_4,Nike,Jeans,511 Slim Jeans,XS,kept,,Slim Fit,5,Really happy with the purchase.,2024-02-15
U002160,Female,165,66,Female_Cluster_3,H&M,Top,Printed Tee,S,kept,,Slim Fit,4,Perfect everyday wear.,2024-10-18
U002161,Female,155,52,Female_Cluster_2,W,Kurti,Straight Kurta,L,kept,,Relaxed Fit,5,Comfortable and stylish.,2024-01-17
U002162,Female,167,66,Female_Cluster_3,H&M,Kurti,Ethnic Set,S,kept,,Relaxed Fit,5,Exactly as shown. True to size.,2024-03-23
U002163,Female,160,42,Female_Cluster_2,Allen Solly,Top,Printed Tee,XS,kept,,Slim Fit,5,Really happy with the purchase.,2024-01-01
U002164,Female,168,64,Female_Cluster_3,H&M,Trousers,Cargo Pants,S,kept,,Slim Fit,4,Great quality. Would buy again.,2024-10-17
U002165,Female,165,56,Female_Cluster_4,ONLY,Shirt,Casual Shirt,XS,kept,,Slim Fit,5,Loved the fit. Fabric feels premium.,2025-10-23
U002166,Female,150,67,Female_Cluster_1,Levi's,Kurti,Anarkali Kurta,XL,kept,,Relaxed Fit,5,Very comfortable and fits perfectly.,2025-07-28
U002167,Female,150,60,Female_Cluster_1,Roadster,Jeans,Skinny Jeans,L,returned,Too Loose,Oversized,2,Length was longer than expected.,2025-07-05
U002168,Female,158,47,Female_Cluster_2,Roadster,Kurti,Anarkali Kurta,S,kept,,Relaxed Fit,5,Great quality. Would buy again.,2025-06-13
U002169,Female,150,51,Female_Cluster_2,W,Top,Graphic Tee,L,kept,,True to Size,4,Exactly as shown. True to size.,2024-01-23
U002170,Male,174,69,Male_Cluster_3,Biba,Kurti,Ethnic Set,L,returned,Too Loose,Runs Large,3,Needed one size smaller.,2025-01-12
U002171,Female,166,47,Female_Cluster_4,Adidas,Shirt,Formal Shirt,XS,kept,,True to Size,5,Really happy with the purchase.,2025-02-28
U002172,Female,169,52,Female_Cluster_4,Nike,Jeans,512 Taper Jeans,XS,kept,,Slim Fit,5,Great quality. Would buy again.,2024-08-26
U002173,Female,173,68,Female_Cluster_3,Levi's,Jeans,Skinny Jeans,M,kept,,Relaxed Fit,4,Comfortable and stylish.,2024-08-13
U002174,Male,176,68,Male_Cluster_4,Adidas,Kurti,Straight Kurta,L,kept,,Slim Fit,4,Looks even better in person.,2024-09-07
U002175,Male,166,76,Male_Cluster_2,W,Shirt,Casual Shirt,XXL,returned,Too Long,Oversized,3,Runs larger than expected.,2025-09-19
U002176,Female,158,64,Female_Cluster_0,W,Trousers,Training Shorts,XL,kept,,True to Size,5,Comfortable and stylish.,2024-09-16
U002177,Male,184,55,Male_Cluster_4,Levi's,Kurti,Straight Kurta,XS,kept,,Slim Fit,4,Perfect everyday wear.,2024-06-02
U002178,Female,164,51,Female_Cluster_4,Zara,Jeans,Skinny Jeans,XS,kept,,True to Size,5,Comfortable and stylish.,2024-07-31
U002179,Female,162,70,Female_Cluster_3,H&M,Trousers,Wide Leg Trousers,M,kept,,True to Size,5,Really happy with the purchase.,2025-02-11
U002180,Female,155,57,Female_Cluster_0,Nike,Jeans,511 Slim Jeans,M,returned,Too Long,Oversized,3,Length was longer than expected.,2024-12-16
U002181,Male,184,63,Male_Cluster_4,ONLY,Kurti,Printed Kurti,XS,returned,Too Loose,Runs Large,3,Loose fit wasn't for me.,2024-01-30
U002182,Male,169,72,Male_Cluster_3,Levi's,Jeans,512 Taper Jeans,M,kept,,Relaxed Fit,5,Really happy with the purchase.,2024-03-23
U002183,Female,170,69,Female_Cluster_3,Levi's,Trousers,Chinos,S,kept,,Slim Fit,4,Perfect everyday wear.,2024-11-09
U002184,Female,157,59,Female_Cluster_0,ONLY,Shirt,Formal Shirt,S,kept,,Slim Fit,5,Looks even better in person.,2025-11-18
U002185,Female,161,49,Female_Cluster_4,Biba,Top,Printed Tee,M,kept,,Slim Fit,5,Loved the fit. Fabric feels premium.,2025-06-23
U002186,Female,168,63,Female_Cluster_3,Levi's,Trousers,Office Trousers,M,kept,,Relaxed Fit,4,Comfortable and stylish.,2025-03-08
U002187,Male,175,67,Male_Cluster_3,Allen Solly,Trousers,Office Trousers,M,kept,,True to Size,4,Perfect everyday wear.,2024-02-26
U002188,Female,160,61,Female_Cluster_0,ONLY,Top,Ethnic Top,S,kept,,True to Size,4,Exactly as shown. True to size.,2024-09-16
U002189,Female,159,49,Female_Cluster_2,Allen Solly,Jeans,512 Taper Jeans,XS,kept,,Slim Fit,5,Perfect everyday wear.,2024-04-15
U002190,Female,169,46,Female_Cluster_4,Levi's,Shirt,Formal Shirt,XS,kept,,True to Size,5,Looks even better in person.,2024-11-13
U002191,Male,177,65,Male_Cluster_4,Levi's,Top,Crop Top,M,kept,,Relaxed Fit,4,Loved the fit. Fabric feels premium.,2024-05-24
U002192,Female,156,63,Female_Cluster_1,Adidas,Shirt,Relaxed Shirt,L,returned,Too Long,Runs Large,2,Loose fit wasn't for me.,2025-07-17
U002193,Female,155,68,Female_Cluster_1,H&M,Shirt,Casual Shirt,L,kept,,True to Size,4,Looks even better in person.,2024-12-04
U002194,Female,148,55,Female_Cluster_2,Zara,Kurti,Straight Kurta,M,kept,,True to Size,4,Exactly as shown. True to size.,2025-08-24
U002195,Female,148,53,Female_Cluster_2,W,Trousers,Wide Leg Trousers,L,returned,Too Loose,Oversized,3,Length was longer than expected.,2024-09-22
U002196,Female,151,47,Female_Cluster_2,Roadster,Top,Printed Tee,S,kept,,True to Size,4,Exactly as shown. True to size.,2024-06-26
U002197,Female,157,67,Female_Cluster_1,Nike,Top,Basic Crew Tee,L,kept,,True to Size,4,Exactly as shown. True to size.,2024-12-06
U002198,Male,169,79,Male_Cluster_3,Zara,Jeans,511 Slim Jeans,M,kept,,Slim Fit,5,Loved the fit. Fabric feels premium.,2025-04-05
U002199,Female,168,65,Female_Cluster_3,Biba,Trousers,Running Shorts,L,kept,,Relaxed Fit,5,Really happy with the purchase.,2025-04-12
U002200,Female,163,49,Female_Cluster_4,Nike,Jeans,512 Taper Jeans,XS,kept,,True to Size,4,Very comfortable and fits perfectly.,2025-02-20
U002201,Male,177,63,Male_Cluster_4,Roadster,Top,Graphic Tee,S,kept,,Relaxed Fit,4,Loved the fit. Fabric feels premium.,2025-03-05
U002202,Male,182,65,Male_Cluster_4,ONLY,Trousers,Cargo Pants,XS,kept,,Relaxed Fit,4,Very comfortable and fits perfectly.,2025-11-11
U002203,Female,160,53,Female_Cluster_0,Roadster,Kurti,Ethnic Set,M,kept,,True to Size,5,Really happy with the purchase.,2025-10-15
U002204,Female,156,50,Female_Cluster_2,Biba,Kurti,Cotton Kurta,M,kept,,Slim Fit,5,Exactly as shown. True to size.,2024-01-04
U002205,Female,157,55,Female_Cluster_0,Adidas,Kurti,Cotton Kurta,S,returned,Waist Tight,Runs Small,1,Waist was too tight for me.,2024-06-10
U002206,Female,168,61,Female_Cluster_3,Nike,Shirt,Checked Casual Shirt,M,kept,,Slim Fit,4,Comfortable and stylish.,2024-05-05
U002207,Female,157,64,Female_Cluster_1,H&M,Jeans,Straight Fit Jeans,M,kept,,Relaxed Fit,5,Loved the fit. Fabric feels premium.,2025-01-24
U002208,Female,156,56,Female_Cluster_0,Roadster,Jeans,Straight Fit Jeans,M,kept,,Slim Fit,5,Perfect everyday wear.,2025-04-06
U002209,Male,158,90,Male_Cluster_2,H&M,Trousers,Wide Leg Trousers,XL,kept,,Relaxed Fit,5,Looks even better in person.,2025-02-05
U002210,Male,171,76,Male_Cluster_3,Adidas,Trousers,Training Shorts,L,kept,,Relaxed Fit,5,Comfortable and stylish.,2025-01-25
U002211,Female,155,42,Female_Cluster_2,Biba,Dress,Floral Midi Dress,S,kept,,True to Size,5,Very comfortable and fits perfectly.,2024-05-21
U002212,Male,174,74,Male_Cluster_3,Levi's,Shirt,Formal Shirt,M,kept,,Relaxed Fit,5,Comfortable and stylish.,2024-03-22
U002213,Male,168,69,Male_Cluster_0,Levi's,Jeans,Straight Fit Jeans,S,returned,Sleeves Tight,Runs Small,3,Runs smaller than expected.,2024-09-08
U002214,Female,167,54,Female_Cluster_4,Zara,Shirt,Relaxed Shirt,XS,kept,,Relaxed Fit,4,Really happy with the purchase.,2024-08-26
U002215,Female,163,62,Female_Cluster_0,Zara,Trousers,Running Shorts,S,kept,,Relaxed Fit,5,Great quality. Would buy again.,2024-05-09
U002216,Female,159,58,Female_Cluster_0,Nike,Shirt,Casual Shirt,M,kept,,Relaxed Fit,5,Really happy with the purchase.,2025-01-24
U002217,Female,167,73,Female_Cluster_3,W,Trousers,Track Pants,L,kept,,True to Size,4,Exactly as shown. True to size.,2025-06-23
U002218,Female,160,64,Female_Cluster_0,W,Shirt,Checked Casual Shirt,XL,kept,,Relaxed Fit,5,Comfortable and stylish.,2025-02-23
U002219,Female,151,57,Female_Cluster_1,Nike,Jeans,511 Slim Jeans,L,kept,,Slim Fit,5,Comfortable and stylish.,2024-12-08
U002220,Female,161,70,Female_Cluster_3,Allen Solly,Jeans,512 Taper Jeans,L,kept,,Relaxed Fit,4,Comfortable and stylish.,2024-10-08
U002221,Female,155,59,Female_Cluster_1,Zara,Trousers,Palazzo Pants,L,returned,Too Loose,Oversized,3,Runs larger than expected.,2024-05-03
U002222,Male,164,59,Male_Cluster_0,Allen Solly,Kurti,Anarkali Kurta,M,kept,,Slim Fit,5,Really happy with the purchase.,2024-03-14
U002223,Male,173,63,Male_Cluster_0,Biba,Kurti,Straight Kurta,L,kept,,Relaxed Fit,4,Loved the fit. Fabric feels premium.,2025-08-02
U002224,Male,167,83,Male_Cluster_2,H&M,Top,Graphic Tee,M,returned,Too Tight,Runs Small,3,Runs smaller than expected.,2025-08-12
U002225,Female,157,53,Female_Cluster_2,Roadster,Dress,Maxi Dress,S,returned,Too Tight,Runs Small,2,Could barely button it.,2024-06-20
U002226,Female,158,59,Female_Cluster_0,W,Jeans,Skinny Jeans,L,kept,,True to Size,4,Perfect everyday wear.,2024-01-09
U002227,Male,173,81,Male_Cluster_1,Zara,Jeans,511 Slim Jeans,M,kept,,Relaxed Fit,5,Looks even better in person.,2025-05-12
U002228,Female,157,63,Female_Cluster_1,H&M,Jeans,511 Slim Jeans,M,kept,,True to Size,5,Comfortable and stylish.,2024-09-30
U002229,Male,175,64,Male_Cluster_4,Roadster,Kurti,Cotton Kurta,S,kept,,True to Size,5,Perfect everyday wear.,2025-10-01
U002230,Female,167,66,Female_Cluster_3,W,Jeans,Skinny Jeans,L,kept,,Relaxed Fit,4,Really happy with the purchase.,2024-02-13
U002231,Female,170,67,Female_Cluster_3,Adidas,Trousers,Office Trousers,M,kept,,Relaxed Fit,5,Comfortable and stylish.,2024-12-14
U002232,Male,169,72,Male_Cluster_3,ONLY,Dress,Maxi Dress,M,returned,Too Long,Oversized,3,Needed one size smaller.,2024-09-30
U002233,Female,154,63,Female_Cluster_1,H&M,Kurti,Anarkali Kurta,M,kept,,Relaxed Fit,4,Exactly as shown. True to size.,2025-04-12
U002234,Female,157,61,Female_Cluster_0,Nike,Jeans,Straight Fit Jeans,M,returned,Too Tight,Runs Small,2,Waist was too tight for me.,2025-11-19
U002235,Female,167,51,Female_Cluster_4,W,Trousers,Office Trousers,S,kept,,Relaxed Fit,5,Perfect everyday wear.,2025-03-26
U002236,Female,153,70,Female_Cluster_1,H&M,Kurti,Printed Kurti,L,kept,,Relaxed Fit,5,Great quality. Would buy again.,2025-10-15
U002237,Male,174,90,Male_Cluster_1,Allen Solly,Trousers,Chinos,XL,kept,,Relaxed Fit,4,Very comfortable and fits perfectly.,2024-01-03
U002238,Male,171,87,Male_Cluster_1,Allen Solly,Kurti,Cotton Kurta,XL,kept,,True to Size,5,Comfortable and stylish.,2025-04-22
U002239,Female,161,58,Female_Cluster_0,Adidas,Trousers,Palazzo Pants,M,kept,,Slim Fit,5,Great quality. Would buy again.,2025-11-10
U002240,Female,163,53,Female_Cluster_4,Allen Solly,Dress,Floral Midi Dress,S,kept,,Relaxed Fit,5,Looks even better in person.,2024-09-17
U002241,Female,155,68,Female_Cluster_1,Allen Solly,Jeans,Straight Fit Jeans,XL,kept,,Relaxed Fit,5,Comfortable and stylish.,2024-08-07
U002242,Female,158,64,Female_Cluster_0,W,Jeans,512 Taper Jeans,XL,kept,,Relaxed Fit,5,Comfortable and stylish.,2025-09-04
U002243,Female,148,59,Female_Cluster_1,ONLY,Kurti,Printed Kurti,M,kept,,Relaxed Fit,5,Exactly as shown. True to size.,2024-07-17
U002244,Female,160,72,Female_Cluster_3,Nike,Kurti,Printed Kurti,XL,kept,,Slim Fit,5,Comfortable and stylish.,2025-10-10
U002245,Female,159,83,Female_Cluster_3,Biba,Kurti,Cotton Kurta,XXL,kept,,Slim Fit,5,Really happy with the purchase.,2024-02-12
U002246,Female,162,78,Female_Cluster_3,ONLY,Top,Basic Crew Tee,L,kept,,Slim Fit,4,Loved the fit. Fabric feels premium.,2024-03-20
U002247,Female,158,56,Female_Cluster_0,H&M,Top,Dri-FIT Tee,S,returned,Too Long,Oversized,2,Loose fit wasn't for me.,2025-07-10
U002248,Female,148,45,Female_Cluster_2,Adidas,Trousers,Cargo Pants,S,kept,,True to Size,5,Great quality. Would buy again.,2025-11-11
U002249,Female,162,46,Female_Cluster_4,ONLY,Trousers,Office Trousers,XS,kept,,Slim Fit,5,Great quality. Would buy again.,2025-01-11
U002250,Male,175,59,Male_Cluster_0,ONLY,Top,Dri-FIT Tee,XS,kept,,Relaxed Fit,4,Perfect everyday wear.,2024-03-28
U002251,Male,172,83,Male_Cluster_1,Levi's,Shirt,Relaxed Shirt,XL,kept,,Relaxed Fit,5,Perfect everyday wear.,2024-06-17
U002252,Female,156,69,Female_Cluster_1,ONLY,Trousers,Office Trousers,L,kept,,Relaxed Fit,5,Comfortable and stylish.,2024-03-05
U002253,Male,169,99,Male_Cluster_1,H&M,Trousers,Wide Leg Trousers,XXL,returned,Too Loose,Oversized,3,Runs larger than expected.,2025-07-28
U002254,Male,170,75,Male_Cluster_3,Adidas,Dress,Maxi Dress,L,kept,,Relaxed Fit,5,Exactly as shown. True to size.,2024-05-24
